sigla_provincia;denominazione_ita;codice_belfiore;data_inizio_validita;data_fine_validita
OR;SEDILO;I564;20/08/1974;
SS;SEDINI;I565;17/03/1861;
MI;SEDRIANO;I566;17/03/1861;
BG;SEDRINA;I567;17/03/1861;
GO;SEDULA;I568;05/01/1921;07/02/1923
UD;SEDULA;I568;08/02/1923;11/01/1927
GO;SEDULA;I568;12/01/1927;06/01/1928
MC;SEFRO;I569;17/03/1861;
CA;SEGARIU;I570;17/03/1861;02/11/1927
CA;SEGARIU;I570;08/02/1946;19/08/1974
CA;SEGARIU;I570;20/08/1974;31/12/2005
VS;SEGARIU;I570;01/01/2006;27/04/2016
SU;SEGARIU;I570;28/04/2016;
GR;SEGGIANO;I571;19/10/1920;
CO;SEGHEBBIA;I572;17/03/1861;30/06/1928
RM;SEGNI;I573;15/01/1871;
GE;SEGNO;I574;17/03/1861;11/01/1927
SV;SEGNO;I574;12/01/1927;29/05/1929
TN;SEGNO;I575;16/10/1920;13/02/1923
TN;SEGNO;I575;14/02/1923;23/01/1929
TN;SEGONZANO;I576;16/10/1920;13/02/1923
TN;SEGONZANO;I576;14/02/1923;
MI;SEGRATE;I577;06/07/1869;
TV;SEGUSINO;I578;19/11/1866;
TN;SEIO;I579;16/10/1920;13/02/1923
TN;SEIO;I579;14/02/1923;06/08/1928
CA;SELARGIUS;I580;17/03/1861;11/05/1928
CA;SELARGIUS;I580;06/04/1947;19/08/1974
CA;SELARGIUS;I580;20/08/1974;
PG;SELCI;I581;17/03/1861;18/03/1923
RM;SELCI;I581;19/03/1923;11/01/1927
RI;SELCI;I581;12/01/1927;
CA;SELEGAS;I582;09/02/1868;19/08/1974
CA;SELEGAS;I582;20/08/1974;27/04/2016
SU;SELEGAS;I582;28/04/2016;
BG;SELINO;I583;17/03/1861;03/08/1927
GO;SELLO;I584;05/01/1921;07/02/1923
UD;SELLO;I584;08/02/1923;26/04/1923
UD;"SELLA DELLE TRINCEE";I584;27/04/1923;11/01/1927
GO;"SELLA DELLE TRINCEE";I584;12/01/1927;23/08/1928
PG;SELLANO;I585;29/08/1879;
BG;SELLERE;I587;17/03/1861;13/02/1929
BS;SELLERO;I588;17/03/1861;26/12/1927
BS;SELLERO;I588;21/12/1948;
CZ;SELLIA;I589;17/03/1861;
CZ;"SELLIA MARINA";I590;18/01/1957;
TN;"SELVA IN GARDENA";I591;16/10/1920;13/02/1923
TN;"SELVA IN GARDENA";I591;14/02/1923;26/04/1923
TN;SELVA;I591;27/04/1923;11/01/1927
BZ;SELVA;I591;12/01/1927;01/03/1955
BZ;"SELVA DI VAL GARDENA";I591;02/03/1955;
BL;"SELVA BELLUNESE";I592;19/11/1866;19/10/1903
BL;"SELVA DI CADORE";I592;20/10/1903;
TN;"SELVA DEI MOLINI";I593;16/10/1920;13/02/1923
TN;"SELVA DEI MOLINI";I593;14/02/1923;11/01/1927
BZ;"SELVA DEI MOLINI";I593;12/01/1927;
VR;"SELVA DI PROGNO";I594;10/04/1893;
PD;"SELVAZZANO DENTRO";I595;19/11/1866;
NO;"SELVE MARCONE";I596;23/04/1863;11/01/1927
VC;"SELVE MARCONE";I596;12/01/1927;15/04/1992
BI;"SELVE MARCONE";I596;16/04/1992;31/12/2016
BG;SELVINO;I597;17/03/1861;
SS;SEMESTENE;I598;17/03/1861;
PV;SEMIANA;I599;17/03/1861;
RC;SEMINARA;I600;17/03/1861;
GR;SEMPRONIANO;I601;17/04/1963;
MI;SENAGO;I602;17/03/1861;
TN;SENALE;I603;16/10/1920;13/02/1923
TN;SENALE;I603;14/02/1923;30/06/1928
TN;SENALE;I603;12/03/1947;13/03/1948
BZ;"UNSERE LIEBE FRAU IM WALDE";I603;14/03/1948;17/09/1974
BZ;"SENALE-SAN FELICE";I603;18/09/1974;
TN;"SENALES IN VENOSTA";I604;16/10/1920;13/02/1923
TN;"SENALES IN VENOSTA";I604;14/02/1923;26/04/1923
TN;SENALES;I604;27/04/1923;11/01/1927
BZ;SENALES;I604;12/01/1927;
CA;SENEGHE;I605;17/03/1861;19/08/1974
OR;SENEGHE;I605;20/08/1974;
AV;SENERCHIA;I606;17/03/1861;
BS;SENIGA;I607;17/03/1861;
AN;SENIGALLIA;I608;17/03/1861;
CA;SENIS;I609;17/03/1861;19/08/1974
OR;SENIS;I609;20/08/1974;
PZ;SENISE;I610;17/03/1861;
CO;"SENNA COMASCO";I611;23/02/1863;
MI;"SENNA LODIGIANA";I612;19/03/1869;15/04/1992
LO;"SENNA LODIGIANA";I612;16/04/1992;
CA;SENNARIOLO;I613;17/03/1861;11/01/1927
NU;SENNARIOLO;I613;12/01/1927;19/08/1974
OR;SENNARIOLO;I613;20/08/1974;
SS;SENNORI;I614;17/03/1861;
CA;SENORBI';I615;17/03/1861;19/08/1974
CA;SENORBI';I615;20/08/1974;27/04/2016
SU;SENORBI';I615;28/04/2016;
TS;SENOSECCHIA;I616;05/01/1921;07/02/1923
TS;SENOSECCHIA;I616;08/02/1923;15/09/1947
TN;SEO;I617;16/10/1920;13/02/1923
TN;SEO;I617;14/02/1923;12/03/1928
CB;SEPINO;I618;17/03/1861;02/03/1970
CB;SEPINO;I618;03/03/1970;
NO;SEPPIANA;I619;17/03/1861;12/05/1928
NO;SEPPIANA;I619;20/05/1956;22/05/1992
VB;SEPPIANA;I619;23/05/1992;31/12/2015
CO;SEPRIO;I620;23/09/1928;13/09/1953
UD;SEQUALS;I621;19/11/1866;05/04/1968
PN;SEQUALS;I621;06/04/1968;
LU;SERAVEZZA;I622;17/03/1861;
CA;SERBARIU;I623;17/03/1861;08/01/1938
CA;SERDIANA;I624;17/03/1861;19/08/1974
CA;SERDIANA;I624;20/08/1974;27/04/2016
SU;SERDIANA;I624;28/04/2016;
MI;SEREGNO;I625;01/03/1869;29/06/2009
MB;SEREGNO;I625;30/06/2009;
BL;SEREN;I626;19/11/1866;20/05/1923
BL;"SEREN DEL GRAPPA";I626;21/05/1923;
CR;SERGNANO;I627;18/07/1868;
BG;SERIATE;I628;17/03/1861;
BG;SERINA;I629;17/03/1861;
AV;SERINO;I630;17/03/1861;
BS;SERLE;I631;17/03/1861;
MN;SERMIDE;I632;19/11/1866;28/02/2017
MN;"SERMIDE E FELONICA";I632;01/03/2017;
BS;SERMIONE;I633;17/03/1861;06/03/1930
BS;SIRMIONE;I633;07/03/1930;
RM;SERMONETA;I634;15/01/1871;25/10/1934
LT;SERMONETA;I634;26/10/1934;
TV;SERNAGLIA;I635;19/11/1866;24/04/1924
TV;"SERNAGLIA DELLA BATTAGLIA";I635;25/04/1924;
SO;SERNIO;I636;17/03/1861;
AL;SEROLE;I637;17/03/1861;07/04/1935
AT;SEROLE;I637;08/04/1935;
GO;SERPENIZZA;I638;05/01/1921;07/02/1923
UD;SERPENIZZA;I638;08/02/1923;11/01/1927
GO;SERPENIZZA;I638;12/01/1927;03/05/1928
CZ;"SERRA SAN BRUNO";I639;06/02/1863;15/04/1992
VV;"SERRA SAN BRUNO";I639;16/04/1992;
GE;"SERRA RICCO'";I640;08/09/1877;
FG;SERRACAPRIOLA;I641;17/03/1861;
CS;"SERRA D'AIELLO";I642;17/03/1861;18/05/1928
CS;"SERRA D'AIELLO";I642;18/07/1937;
AN;"SERRA DE' CONTI";I643;17/03/1861;
CL;SERRADIFALCO;I644;17/03/1861;
AL;"SERRALUNGA DI CREA";I645;16/02/1863;
CN;"SERRALUNGA D'ALBA";I646;01/08/1890;
CA;SERRAMANNA;I647;17/03/1861;19/08/1974
CA;SERRAMANNA;I647;20/08/1974;31/12/2005
VS;SERRAMANNA;I647;01/01/2006;27/04/2016
SU;SERRAMANNA;I647;28/04/2016;
SA;SERRAMEZZANA;I648;17/03/1861;
CH;SERRAMONACESCA;I649;17/03/1861;11/01/1927
PE;SERRAMONACESCA;I649;12/01/1927;
CS;"SERRA PEDACE";I650;17/03/1861;04/05/2017
MC;SERRAPETRONA;I651;17/03/1861;
NA;"SERRARA FONTANA";I652;17/03/1861;12/11/1938
NA;"SERRARA FONTANA";I652;22/09/1945;
AN;"SERRA SAN QUIRICO";I653;17/03/1861;
PU;"SERRA SANT'ABBONDIO";I654;17/03/1861;24/09/1928
PU;"SERRA SANT'ABBONDIO";I654;06/02/1946;
CZ;SERRASTRETTA;I655;17/03/1861;
RC;SERRATA;I656;17/03/1861;
AL;"SERRAVALLE SCRIVIA";I657;26/01/1863;07/09/1937
AL;"SERRAVALLE LIBARNA";I657;08/09/1937;07/05/1947
AL;"SERRAVALLE SCRIVIA";I657;08/05/1947;
AL;"SERRAVALLE D'ASTI";I658;16/02/1863;04/06/1929
CN;"SERRAVALLE DELLE LANGHE";I659;19/12/1862;23/06/1950
CN;"SERRAVALLE LANGHE";I659;24/06/1950;
FI;"SERRAVALLE PISTOIESE";I660;13/04/1863;11/01/1927
PT;"SERRAVALLE PISTOIESE";I660;12/01/1927;
MC;"SERRAVALLE DI CHIENTI";I661;24/10/1862;
MN;"SERRAVALLE A PO";I662;24/06/1867;
NO;"SERRAVALLE SESIA";I663;10/08/1863;11/01/1927
VC;"SERRAVALLE SESIA";I663;12/01/1927;
TN;"SERRAVALLE ALL'ADIGE";I665;16/10/1920;13/02/1923
TN;"SERRAVALLE ALL'ADIGE";I665;14/02/1923;05/09/1928
SA;SERRE;I666;17/03/1861;
CA;SERRENTI;I667;17/03/1861;19/08/1974
CA;SERRENTI;I667;20/08/1974;31/12/2005
VS;SERRENTI;I667;01/01/2006;27/04/2016
SU;SERRENTI;I667;28/04/2016;
CA;SERRI;I668;17/03/1861;11/01/1927
NU;SERRI;I668;12/01/1927;31/12/2005
CA;SERRI;I668;01/01/2006;27/04/2016
SU;SERRI;I668;28/04/2016;
RM;SERRONE;I669;15/01/1871;11/01/1927
FR;SERRONE;I669;12/01/1927;
PU;SERRUNGARINA;I670;29/05/1872;31/12/2016
CZ;SERSALE;I671;17/03/1861;
TN;SERSO;I672;16/10/1920;13/02/1923
TN;SERSO;I672;14/02/1923;24/01/1929
BL;SOVRAMONTE;I673;05/12/1881;
TS;SESANA;I674;05/01/1921;07/02/1923
TS;SESANA;I674;08/02/1923;15/09/1947
CE;"SESSA AURUNCA";I676;07/11/1864;11/01/1927
NA;"SESSA AURUNCA";I676;12/01/1927;31/08/1945
CE;"SESSA AURUNCA";I676;01/09/1945;
SA;"SESSA CILENTO";I677;17/03/1861;
AL;SESSAME;I678;17/03/1861;07/04/1935
AT;SESSAME;I678;08/04/1935;
CB;SESSANO;I679;17/03/1861;14/10/1966
CB;"SESSANO DEL MOLISE";I679;15/10/1966;02/03/1970
IS;"SESSANO DEL MOLISE";I679;03/03/1970;
AL;SESSANT;I680;17/03/1861;04/06/1929
AR;SESTINO;I681;17/03/1861;
CB;"SESTO CAMPANO";I682;10/04/1863;13/10/1927
CB;"SESTO CAMPANO";I682;24/02/1937;02/03/1970
IS;"SESTO CAMPANO";I682;03/03/1970;
CR;"SESTO ED UNITI";I683;01/01/1868;
FI;"SESTO FIORENTINO";I684;11/08/1869;
UD;"SESTO AL REGHENA";I686;02/09/1867;05/04/1968
PN;"SESTO AL REGHENA";I686;06/04/1968;
TN;SESTO;I687;16/10/1920;13/02/1923
TN;SESTO;I687;14/02/1923;11/01/1927
BZ;SESTO;I687;12/01/1927;
MI;"SESTO CALENDE";I688;15/03/1869;11/01/1927
VA;"SESTO CALENDE";I688;12/01/1927;
MO;SESTOLA;I689;17/03/1861;
MI;"SESTO SAN GIOVANNI";I690;01/03/1869;
TO;SESTRIERES;I692;23/11/1934;11/06/1935
TO;SESTRIERE;I692;12/06/1935;
GE;"SESTRI LEVANTE";I693;17/03/1861;
GE;"SESTRI PONENTE";I694;17/03/1861;05/02/1926
CA;SESTU;I695;17/03/1861;19/08/1974
CA;SESTU;I695;20/08/1974;
MI;SETTALA;I696;01/02/1869;
CE;SETTEFRATI;I697;17/03/1861;11/01/1927
FR;SETTEFRATI;I697;12/01/1927;
AL;SETTIME;I698;17/03/1861;07/04/1935
AT;SETTIME;I698;08/04/1935;
CA;"SETTIMO SAN PIETRO";I699;29/09/1862;30/06/1928
CA;"SETTIMO SAN PIETRO";I699;02/04/1946;19/08/1974
CA;"SETTIMO SAN PIETRO";I699;20/08/1974;
MI;"SETTIMO MILANESE";I700;03/11/1862;
TO;"SETTIMO ROTTARO";I701;17/03/1861;11/01/1927
AO;"SETTIMO ROTTARO";I701;12/01/1927;25/05/1929
TO;"SETTIMO ROTTARO";I701;11/11/1946;
TO;"SETTIMO VITTONE";I702;17/03/1861;11/01/1927
AO;"SETTIMO VITTONE";I702;12/01/1927;03/05/1929
AO;"SETTIMO TAVAGNASCO";I702;04/05/1929;04/10/1945
TO;"SETTIMO TAVAGNASCO";I702;05/10/1945;04/10/1950
TO;"SETTIMO VITTONE";I702;05/10/1950;
TO;"SETTIMO TORINESE";I703;17/03/1861;
CZ;SETTINGIANO;I704;17/03/1861;
CA;SETZU;I705;17/03/1861;14/06/1928
CA;SETZU;I705;10/08/1958;19/08/1974
CA;SETZU;I705;20/08/1974;31/12/2005
VS;SETZU;I705;01/01/2006;27/04/2016
SU;SETZU;I705;28/04/2016;
CA;SEUI;I706;17/03/1861;11/01/1927
NU;SEUI;I706;12/01/1927;31/12/2005
OG;SEUI;I706;01/01/2006;27/04/2016
SU;SEUI;I706;28/04/2016;
CA;SEULO;I707;17/03/1861;11/01/1927
NU;SEULO;I707;12/01/1927;31/12/2005
CA;SEULO;I707;01/01/2006;27/04/2016
SU;SEULO;I707;28/04/2016;
MI;SEVESO;I709;01/03/1869;29/06/2009
MB;SEVESO;I709;30/06/2009;
TN;SEVIGNANO;I710;16/10/1920;13/02/1923
TN;SEVIGNANO;I710;14/02/1923;08/09/1928
AL;SEZZE';I711;17/03/1861;09/11/1916
AL;SEZZADIO;I711;10/11/1916;
RM;SEZZE;I712;15/01/1871;25/10/1934
LT;SEZZE;I712;26/10/1934;
BG;SFORZATICA;I713;17/03/1861;19/08/1927
TN;SFRUZ;I714;16/10/1920;13/02/1923
TN;SFRUZ;I714;14/02/1923;23/01/1929
TN;SFRUZ;I714;20/09/1952;
TS;SGONICO;I715;05/01/1921;07/02/1923
TS;SGONICO;I715;08/02/1923;28/01/2009
TS;SGONICO-ZGONIK;I715;29/01/2009;
RM;SGURGOLA;I716;15/01/1871;11/01/1927
FR;SGURGOLA;I716;12/01/1927;
CA;SIAMAGGIORE;I717;17/03/1861;04/09/1927
CA;SIAMAGGIORE;I717;12/01/1951;19/08/1974
OR;SIAMAGGIORE;I717;20/08/1974;
CA;SIAMANNA;I718;17/03/1861;04/05/1928
OR;SIAMANNA;I718;13/09/1974;
CA;SIAMANNA-SIAPICCIA;I719;13/12/1947;19/08/1974
OR;SIAMANNA-SIAPICCIA;I719;20/08/1974;12/09/1974
SA;SIANO;I720;17/03/1861;
CA;SIAPICCIA;I721;17/03/1861;04/05/1928
OR;SIAPICCIA;I721;13/09/1974;
CA;"SICCI SAN BIAGIO";I722;14/02/1868;10/07/1905
AG;SICULIANA;I723;17/03/1861;
CA;SIDDI;I724;17/03/1861;06/08/1927
CA;SIDDI;I724;09/02/1946;19/08/1974
CA;SIDDI;I724;20/08/1974;31/12/2005
VS;SIDDI;I724;01/01/2006;27/04/2016
SU;SIDDI;I724;28/04/2016;
RC;SIDERNO;I725;17/03/1861;
SI;SIENA;I726;28/12/1876;
PG;SIGILLO;I727;17/03/1861;
FI;SIGNA;I728;17/03/1861;
TN;SILANDRO;I729;16/10/1920;13/02/1923
TN;SILANDRO;I729;14/02/1923;11/01/1927
BZ;SILANDRO;I729;12/01/1927;
SS;SILANUS;I730;17/03/1861;11/01/1927
NU;SILANUS;I730;12/01/1927;
CA;SILI';I731;17/03/1861;08/11/1927
SS;SILIGO;I732;17/03/1861;
PL;SLUM;I733;02/02/1922;07/02/1923
PL;SLUM;I733;08/02/1923;26/04/1923
PL;"SILUN MONT'AQUILA";I733;27/04/1923;06/05/1929
CA;SILIQUA;I734;17/03/1861;19/08/1974
CA;SILIQUA;I734;20/08/1974;27/04/2016
SU;SILIQUA;I734;28/04/2016;
CA;SILIUS;I735;17/03/1861;19/08/1974
CA;SILIUS;I735;20/08/1974;27/04/2016
SU;SILIUS;I735;28/04/2016;
NO;SILLAVENGO;I736;17/03/1861;22/02/1928
NO;SILLAVENGO;I736;17/01/1948;
MS;SILLANO;I737;17/03/1861;23/11/1923
LU;SILLANO;I737;24/11/1923;31/12/2014
AL;"SILVANO D'ORBA";I738;17/03/1861;
PV;"SILVANO PIETRA";I739;17/03/1861;
CR;SILVELLA;I740;17/03/1861;11/07/1868
TE;SILVI;I741;17/03/1861;20/12/1927
TE;SILVI;I741;03/05/1929;
CA;SIMALA;I742;17/03/1861;29/12/1927
CA;SIMALA;I742;24/01/1947;19/08/1974
OR;SIMALA;I742;20/08/1974;
CA;SIMAXIS;I743;17/03/1861;19/08/1974
OR;SIMAXIS;I743;20/08/1974;
CZ;SIMBARIO;I744;17/03/1861;15/04/1992
VV;SIMBARIO;I744;16/04/1992;
CZ;"SIMERI CRICHI";I745;17/03/1861;
TS;SENADOLE;I746;05/01/1921;07/02/1923
TS;SENADOLE;I746;08/02/1923;28/10/1926
ME;SINAGRA;I747;17/03/1861;
CA;SINDIA;I748;17/03/1861;11/01/1927
NU;SINDIA;I748;12/01/1927;
CA;SINI;I749;17/03/1861;31/05/1928
CA;SINI;I749;07/02/1946;19/08/1974
OR;SINI;I749;20/08/1974;
CN;SINIO;I750;17/03/1861;
SS;SINISCOLA;I751;17/03/1861;11/01/1927
NU;SINISCOLA;I751;12/01/1927;
CA;SINNAI;I752;17/03/1861;19/08/1974
CA;SINNAI;I752;20/08/1974;
RC;SINOPOLI;I753;17/03/1861;
SR;SIRACUSA;I754;15/09/1868;
AV;SIRIGNANO;I756;17/03/1861;
CA;SIRIS;I757;17/03/1861;13/03/1928
CA;SIRIS;I757;22/05/1962;19/08/1974
OR;SIRIS;I757;20/08/1974;
AN;SIROLO;I758;17/03/1861;01/05/1928
AN;SIROLO;I758;02/11/1946;
CO;SIRONE;I759;17/03/1861;15/04/1992
LC;SIRONE;I759;16/04/1992;
TN;SIROR;I760;16/10/1920;13/02/1923
TN;SIROR;I760;14/02/1923;23/11/1927
TN;SIROR;I760;24/01/1947;31/12/2015
CO;SIRTORI;I761;17/03/1861;21/11/1928
CO;SIRTORI;I761;06/12/1953;15/04/1992
LC;SIRTORI;I761;16/04/1992;
CA;SISINI;I762;17/03/1861;27/08/1927
PR;SISSA;I763;03/06/1867;31/12/2013
CA;SIURGUS;I764;17/03/1861;15/09/1927
CA;"SIURGUS DONIGALA";I765;15/09/1927;19/08/1974
CA;"SIURGUS DONIGALA";I765;20/08/1974;27/04/2016
SU;"SIURGUS DONIGALA";I765;28/04/2016;
BS;SIVIANO;I766;17/03/1861;15/02/1928
NO;SIZZANO;I767;17/03/1861;
GO;"SALTO DI VIPACCO";I768;05/01/1921;07/02/1923
UD;"SALTO DI VIPACCO";I768;08/02/1923;26/04/1923
UD;"SLAPPE ZORZI";I768;27/04/1923;11/01/1927
GO;"SLAPPE ZORZI";I768;12/01/1927;28/04/1928
TN;SLINIGA;I769;16/10/1920;13/02/1923
TN;SLINIGA;I769;14/02/1923;26/04/1923
TN;SLINGIA;I769;27/04/1923;11/01/1927
BZ;SLINGIA;I769;12/01/1927;26/01/1928
TS;SLIVNO;I770;05/01/1921;07/02/1923
TS;SLIVNO;I770;08/02/1923;26/04/1923
TS;SLIVIA;I770;27/04/1923;08/09/1928
TN;SLUDERNO;I771;16/10/1920;13/02/1923
TN;SLUDERNO;I771;14/02/1923;11/01/1927
BZ;SLUDERNO;I771;12/01/1927;
TN;SMARANO;I772;16/10/1920;13/02/1923
TN;SMARANO;I772;14/02/1923;23/01/1929
TN;SMARANO;I772;20/09/1952;31/12/2014
FU;SMERIA;I773;05/01/1921;07/02/1923
PL;SMERIA;I773;08/02/1923;08/03/1924
FU;SMERIA;I773;09/03/1924;30/10/1924
AP;SMERILLO;I774;04/08/1919;11/07/2009
FM;SMERILLO;I774;12/07/2009;
VR;SOAVE;I775;19/11/1866;
NA;SOCCAVO;I776;17/03/1861;03/07/1926
UD;SOCCHIEVE;I777;19/11/1866;05/04/1968
UD;SOCCHIEVE;I777;06/04/1968;
CA;SODDI';I778;17/03/1861;27/07/1927
OR;SODDI';I778;20/04/1979;
FC;"SOGLIANO AL RUBICONE";I779;24/11/1862;
LE;"SOGLIANO CAVOUR";I780;28/11/1862;
AL;SOGLIO;I781;17/03/1861;07/04/1935
AT;SOGLIO;I781;08/04/1935;
BS;"SOIANO DEL LAGO";I782;17/03/1861;07/04/1928
BS;"SOIANO DEL LAGO";I782;04/10/1947;
VI;SOLAGNA;I783;19/11/1866;
CA;SOLANAS;I784;17/03/1861;09/02/1928
SR;SOLARINO;I785;17/03/1861;
MI;SOLARO;I786;04/08/1919;
RA;SOLAROLO;I787;17/03/1861;
CR;"SOLAROLO RAINERIO";I790;01/01/1868;03/05/1928
CR;"SOLAROLO RAINERIO";I790;30/09/1947;
CA;SOLARUSSA;I791;17/03/1861;19/08/1974
OR;SOLARUSSA;I791;20/08/1974;
CO;SOLBIATE;I792;17/03/1861;31/12/2018
MI;"SOLBIATE ARNO E MONTE";I793;24/04/1905;11/01/1927
VA;"SOLBIATE ARNO E MONTE";I793;12/01/1927;25/12/1957
VA;"SOLBIATE ARNO";I793;26/12/1957;
MI;"SOLBIATE OLONA";I794;27/01/1893;11/01/1927
VA;"SOLBIATE OLONA";I794;12/01/1927;
AL;SOLBRITO;I795;17/03/1861;21/02/1928
IM;SOLDANO;I796;17/03/1861;21/12/1923
IM;SOLDANO;I796;22/08/1925;22/05/1928
IM;SOLDANO;I796;23/12/1946;
CA;SOLEMINIS;I797;17/03/1861;19/08/1974
CA;SOLEMINIS;I797;20/08/1974;27/04/2016
SU;SOLEMINIS;I797;28/04/2016;
AL;SOLERO;I798;17/03/1861;
PD;SOLESINO;I799;19/11/1866;
LE;SOLETO;I800;17/03/1861;
MN;SOLFERINO;I801;01/07/1868;
MO;SOLIERA;I802;17/03/1861;
PR;SOLIGNANO;I803;17/03/1861;
AQ;SOLMONA;I804;17/03/1861;21/05/1902
AQ;SULMONA;I804;22/05/1902;
AV;SOLOFRA;I805;17/03/1861;
TO;SOLOMIAC;I807;17/03/1861;13/12/1928
AL;SOLONGHELLO;I808;17/03/1861;29/10/1928
AL;SOLONGHELLO;I808;30/09/1947;
BN;SOLOPACA;I809;17/03/1861;
BG;SOLTO;I811;17/03/1861;06/03/1928
BG;"SOLTO COLLINA";I812;07/03/1928;
BG;SOLZA;I813;17/03/1861;02/04/1928
BG;SOLZA;I813;17/03/1970;
CO;SOLZAGO;I814;17/03/1861;22/09/1928
MI;SOMAGLIA;I815;03/03/1882;15/04/1992
LO;SOMAGLIA;I815;16/04/1992;
CO;SOMANA;I816;17/03/1861;26/01/1928
CN;SOMANO;I817;17/03/1861;
BG;SOMENDENNA;I818;17/03/1861;26/03/1928
MI;"SOMMA LOMBARDO";I819;07/11/1862;11/01/1927
VA;"SOMMA LOMBARDO";I819;12/01/1927;
NA;"SOMMA VESUVIANA";I820;19/01/1863;
VR;SOMMACAMPAGNA;I821;19/11/1866;
CN;"SOMMARIVA DEL BOSCO";I822;01/04/1871;
CN;"SOMMARIVA PERNO";I823;01/04/1871;
CL;SOMMATINO;I824;17/03/1861;
PV;SOMMO;I825;14/01/1866;
VR;SONA;I826;19/11/1866;
CR;SONCINO;I827;17/03/1861;
SO;SONDALO;I828;17/03/1861;
SO;SONDRIO;I829;17/03/1861;
BG;SONGAVAZZO;I830;17/03/1861;
BS;SONICO;I831;17/03/1861;13/12/1928
BS;SONICO;I831;26/03/1948;
RM;SONNINO;I832;15/01/1871;25/10/1934
LT;SONNINO;I832;26/10/1934;
GO;SONZIA;I833;05/01/1921;07/02/1923
UD;SONZIA;I833;08/02/1923;11/01/1927
GO;SONZIA;I833;12/01/1927;15/09/1947
TN;SOPRAMONTE;I834;16/10/1920;13/02/1923
TN;SOPRAMONTE;I834;14/02/1923;18/11/1926
NO;SOPRANA;I835;17/03/1861;11/01/1927
VC;SOPRANA;I835;12/01/1927;15/04/1992
BI;SOPRANA;I835;16/04/1992;31/12/2018
BS;SOPRAPONTE;I836;17/03/1861;08/10/1928
BS;SOPRAZOCCO;I837;17/03/1861;08/10/1928
CE;SORA;I838;17/03/1861;11/01/1927
FR;SORA;I838;12/01/1927;
TN;SORAGA;I839;16/10/1920;13/02/1923
TN;SORAGA;I839;14/02/1923;21/07/1926
TN;SORAGA;I839;17/05/1952;14/03/2017
TN;"SORAGA DI FASSA";I839;15/03/2017;
PR;SORAGNA;I840;17/03/1861;
GR;SORANO;I841;17/03/1861;
FI;SORBANO;I842;17/03/1861;18/03/1923
FC;SORBANO;I842;19/03/1923;16/01/1965
AV;"SORBO SERPICO";I843;29/12/1862;06/03/1928
AV;"SORBO SERPICO";I843;28/08/1945;
CZ;"SORBO SAN BASILE";I844;06/02/1863;
PR;SORBOLO;I845;17/03/1861;31/12/2018
PU;SORBOLONGO;I846;17/03/1861;29/06/1928
NO;SORDEVOLO;I847;17/03/1861;11/01/1927
VC;SORDEVOLO;I847;12/01/1927;15/04/1992
BI;SORDEVOLO;I847;16/04/1992;
MI;SORDIO;I848;17/03/1861;15/04/1992
LO;SORDIO;I848;16/04/1992;
CR;SORESINA;I849;01/01/1868;
VR;SORGA';I850;19/11/1866;
CA;SORGONO;I851;17/03/1861;11/01/1927
NU;SORGONO;I851;12/01/1927;
GE;SORI;I852;17/03/1861;
CZ;SORIANELLO;I853;17/03/1861;15/04/1992
VV;SORIANELLO;I853;16/04/1992;
CZ;"SORIANO CALABRO";I854;18/11/1877;15/04/1992
VV;"SORIANO CALABRO";I854;16/04/1992;
RM;"SORIANO NEL CIMINO";I855;07/12/1871;11/01/1927
VT;"SORIANO NEL CIMINO";I855;12/01/1927;
CO;SORICO;I856;17/03/1861;
NO;SORISO;I857;17/03/1861;
BG;SORISOLE;I858;17/03/1861;
AL;SORLI;I859;17/03/1861;29/10/1928
CO;SORMANO;I860;17/03/1861;02/04/1928
CO;SORMANO;I860;01/10/1947;
CA;SORRADILE;I861;17/03/1861;19/08/1974
OR;SORRADILE;I861;20/08/1974;
NA;SORRENTO;I862;17/03/1861;
SS;SORSO;I863;17/03/1861;
SR;SORTINO;I864;17/03/1861;
CR;SOSPIRO;I865;06/07/1868;
BL;SOSPIROLO;I866;19/11/1866;
VI;SOSSANO;I867;19/11/1866;
NO;SOSTEGNO;I868;17/03/1861;11/01/1927
VC;SOSTEGNO;I868;12/01/1927;15/04/1992
BI;SOSTEGNO;I868;16/04/1992;
BG;"SOTTO IL MONTE";I869;17/03/1861;27/01/1964
BG;"SOTTO IL MONTE GIOVANNI XXIII";I869;28/01/1964;
NO;SOVAZZA;I870;17/03/1861;26/11/1928
TN;SOVER;I871;16/10/1920;13/02/1923
TN;SOVER;I871;14/02/1923;
CZ;SOVERATO;I872;17/03/1861;
BG;SOVERE;I873;17/03/1861;
CZ;"SOVERIA MANNELLI";I874;01/01/1871;
CZ;"SOVERIA SIMERI";I875;17/03/1861;
BL;SOVERZENE;I876;19/11/1866;
SI;SOVICILLE;I877;17/03/1861;
MI;SOVICO;I878;17/03/1861;29/06/2009
MB;SOVICO;I878;30/06/2009;
VI;SOVIZZO;I879;19/11/1866;21/01/2024
NO;SOZZAGO;I880;17/03/1861;
ME;SPADAFORA;I881;13/06/1929;
ME;"SPADAFORA SAN MARTINO";I882;17/03/1861;12/06/1929
ME;"SPADAFORA SAN PIETRO";I883;17/03/1861;28/08/1879
CZ;SPADOLA;I884;17/03/1861;15/04/1992
VV;SPADOLA;I884;16/04/1992;
CE;SPARANISE;I885;17/03/1861;11/01/1927
